date,gtrends_export,gtrends_import
2013-07-01,39.66772001480161,46.1991784818433
2013-08-01,39.96292688403949,47.55948555592392
2013-09-01,40.904720919320525,49.892413437049235
2013-10-01,40.87717339025576,49.1821721743137
2013-11-01,41.89810549700532,50.33904612770748
2013-12-01,39.65205463079832,52.12884918194632
2014-01-01,39.244829142649444,50.46170521729375
2014-02-01,41.43654171088853,49.167410899405596
2014-03-01,43.443639450676734,47.82515103700992
2014-04-01,44.87278664255061,47.2855806553454
2014-05-01,45.962197615994825,47.78123728121467
2014-06-01,45.17512667741525,46.62731517039708
2014-07-01,45.09920592649665,47.13593260206141
2014-08-01,46.25299072605936,46.522919945515454
2014-09-01,46.64173467470219,45.388906060414335
2014-10-01,47.519017109079066,46.618921859695014
2014-11-01,48.91012412520314,46.90975689923848
2014-12-01,49.14445184573302,46.63510062546958
2015-01-01,49.00163473266094,46.96317409511687
2015-02-01,48.94428327569651,45.67955411825637
2015-03-01,49.49271223420141,45.602936476313275
2015-04-01,50.063890866377974,46.61393821672
2015-05-01,49.70878324602931,44.89594491310533
2015-06-01,47.954930723978386,44.37216503417108
2015-07-01,48.48173629382716,44.13182040317259
2015-08-01,48.36282302595047,44.51951150487294
2015-09-01,47.85677941779219,42.09075501110888
2015-10-01,47.68412351058084,41.90714597056947
2015-11-01,47.390900147218275,40.30072261749983
2015-12-01,45.2528287183656,38.64987837670775
2016-01-01,46.24082187639615,39.141157705168254
2016-02-01,47.06130848872976,37.802652241304166
2016-03-01,47.64243236603116,37.50656391007932
2016-04-01,49.41988319207162,38.12027432415693
2016-05-01,48.435287927896034,38.21121712068353
2016-06-01,48.83848839651587,37.998965935970766
2016-07-01,49.771344608915214,37.70453971648188
2016-08-01,49.80590460902651,37.57856182021524
2016-09-01,50.16833606532825,36.53972380084137
2016-10-01,49.74286015724141,37.584329068621834
2016-11-01,50.478140397422514,36.37492714198149
2016-12-01,49.928603884176844,37.90346166397551
2017-01-01,49.81718229376888,36.977763306350845
2017-02-01,52.082832801262576,37.6712650233591
2017-03-01,53.52909532744083,38.287685152254845
2017-04-01,53.48900229503525,38.41807644632554
2017-05-01,52.656529498654315,38.38470334099625
2017-06-01,52.124291061619076,38.97038301801709
2017-07-01,53.884162377567286,40.1464660793266
2017-08-01,54.09812186536567,41.16180945352063
2017-09-01,54.908861048136174,39.74945697166151
2017-10-01,54.37164187656391,39.27787228643005
2017-11-01,53.89960375433371,38.61731518486012
2017-12-01,54.273257062404866,38.465692623337254
2018-01-01,55.35474380242014,38.41277184959752
2018-02-01,57.66826088373873,38.19940483100841
2018-03-01,56.86081899539746,38.38493672135611
2018-04-01,55.85519700215936,39.49084460705414
2018-05-01,54.74121007780629,38.27705482904351
2018-06-01,56.090138152266874,39.29881059994429
2018-07-01,57.18820705234066,39.569467136866905
2018-08-01,55.73486209611166,40.34810944453982
2018-09-01,55.71535323260413,41.193383095941584
2018-10-01,55.65089938790454,42.099105264748495
2018-11-01,56.484336538217505,42.85342603817311
2018-12-01,55.65646805347745,42.87795607517343
2019-01-01,53.977533382319244,41.37502212882406
2019-02-01,52.827192226698756,42.36409917230366
2019-03-01,55.00950764834223,43.02779012026326
2019-04-01,55.907829928436115,43.68928583187649
2019-05-01,56.292482410173804,44.11762181258141
2019-06-01,56.44568425322065,45.22371590138757
2019-07-01,56.07735069472532,45.59995894038239
2019-08-01,56.23624382185248,46.2172924354399
2019-09-01,56.72628128539988,46.63490035525115
2019-10-01,57.327708758494005,47.67167737693153
2019-11-01,57.82152216554589,48.92892397381553
2019-12-01,56.80330777540777,47.80896564733251
2020-01-01,56.594232164571174,49.164256479156485
2020-02-01,57.68386855290346,48.91866159856163
2020-03-01,56.94709144256272,49.4470810517989
2020-04-01,57.439363150930944,49.40498179248062
2020-05-01,57.98106416456699,48.98665785672421
2020-06-01,58.48590168485957,48.98614977134384
2020-07-01,60.04273174372637,49.03521328813923
2020-08-01,59.99159958189183,49.99649203721487
2020-09-01,59.97039167002039,49.99278760920284
2020-10-01,59.78653572028489,48.638095729044856
2020-11-01,60.03720775064606,49.735351900317234
2020-12-01,59.510623956150695,49.85751036682317
2021-01-01,59.727733437550555,50.006289264787064
2021-02-01,59.550853957548995,49.78083480840533
2021-03-01,60.0441227994718,49.46766572318034
2021-04-01,59.47373607237897,51.466262988605756
2021-05-01,59.93432421708568,52.28590380874978
2021-06-01,59.97279191487041,52.420446480885765
2021-07-01,59.004763795544214,50.31321432646804
2021-08-01,59.25989068941847,49.22100613194335
2021-09-01,58.28131497576604,50.61507949099496
2021-10-01,59.95774479831239,51.16131790043319
2021-11-01,59.24802077714311,49.25558958993175
2021-12-01,62.200086202586235,49.06817495045674
2022-01-01,61.89478752130164,49.91723787702027
2022-02-01,64.72402849963065,49.8603856940333
2022-03-01,64.54458209885695,49.44214447437792
2022-04-01,65.11597876584392,49.54485054737717
2022-05-01,65.1045336450898,50.231608580358575
2022-06-01,65.35528503027807,51.36975112804663
2022-07-01,63.10375200543957,52.19343165911174
2022-08-01,62.666439699447686,52.604703935609884
2022-09-01,61.53019317650263,54.05007789352631
2022-10-01,61.57545192383117,53.46982299958574
2022-11-01,61.25024811308675,55.045904729286484
2022-12-01,59.64304137210922,54.24699498925462
